fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type,quality
7.7,0.803,0.082,2.1,0.125,8.5,21.5,0.99616,3.34,0.62,10.29,red,7
6.8,0.457,0.216,3.32,0.034,22.0,91.0,0.98998,3.1,0.41,12.56,white,7
6.8,0.124,0.295,10.84,0.038,37.5,98.5,0.99545,3.2,0.38,10.02,white,8
5.9,0.201,0.318,1.93,0.038,80.5,154.0,0.99014,3.4,0.81,12.21,white,8
8.2,0.338,0.392,1.95,0.066,24.5,45.0,0.99465,3.14,0.71,11.48,red,8
6.1,0.381,0.138,3.86,0.06,27.0,113.5,0.99346,3.07,0.34,9.2,white,4
7.0,0.221,0.3,1.86,0.04,29.5,107.0,0.99216,3.32,0.57,10.85,white,8
6.1,0.233,0.253,4.66,0.038,59.0,145.0,0.99191,3.32,0.49,11.39,white,7
7.3,1.024,0.037,2.57,0.069,16.5,41.5,0.99697,3.38,0.55,9.9,red,3
7.7,0.22,0.299,5.13,0.05,29.5,91.0,0.9936,3.12,0.42,10.29,white,5
5.2,0.369,0.155,5.33,0.03,36.5,117.5,0.99087,3.36,0.4,11.99,white,8
6.9,0.305,0.401,1.94,0.027,28.0,100.0,0.99,3.39,0.51,12.69,white,9
7.2,0.682,0.304,5.43,0.18,52.0,103.5,0.99733,3.23,0.51,9.41,red,5
5.8,0.202,0.339,1.46,0.041,15.5,78.5,0.99205,3.59,0.68,10.91,white,7
7.2,0.28,0.287,1.55,0.04,42.5,175.5,0.99167,3.19,0.53,11.35,white,6
5.2,0.444,0.052,1.96,0.046,17.0,88.5,0.9917,3.62,0.8,13.6,red,7
8.1,1.461,0.077,2.12,0.13,5.5,13.5,0.99548,3.47,0.42,10.67,red,3
7.6,0.252,0.324,18.72,0.052,44.0,179.0,1.00022,3.03,0.48,9.05,white,6
7.1,0.178,0.34,13.88,0.046,45.5,123.5,0.99814,3.26,0.38,9.33,white,7
7.1,0.727,0.069,2.34,0.071,23.0,39.5,0.99642,3.55,0.63,11.47,red,7
9.0,0.17,0.49,1.0,0.039,46.0,131.0,0.993,3.09,0.51,10.5,white,7
6.3,0.273,0.302,2.03,0.036,20.5,93.0,0.99095,3.32,0.43,11.3,white,7
6.8,0.62,0.08,1.9,0.068,28.0,38.0,0.99651,3.42,0.82,9.5,red,6
7.1,0.25,0.559,8.27,0.042,27.0,115.0,0.99304,3.37,0.52,12.2,white,8
7.7,0.697,0.221,2.4,0.076,35.0,71.0,0.99571,3.14,0.41,9.26,red,5
9.3,0.289,0.424,1.69,0.065,5.0,11.0,0.99409,3.2,0.56,11.95,red,7
6.5,0.296,0.296,2.23,0.038,32.0,82.0,0.98835,3.09,0.35,13.03,white,7
7.1,0.277,0.465,2.55,0.029,35.5,114.0,0.99022,3.35,0.41,12.86,white,9
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,red,6
7.9,0.905,0.139,2.08,0.089,17.0,43.0,0.99753,3.28,0.57,9.44,red,3
5.8,0.153,0.275,0.88,0.037,43.5,129.5,0.99202,3.23,0.51,9.38,white,5
6.8,0.28,0.257,14.73,0.042,14.5,68.0,0.99602,3.13,0.38,10.76,white,6
6.1,0.342,0.243,13.04,0.049,51.5,197.0,0.99749,3.27,0.45,9.14,white,5
9.0,0.168,0.471,1.89,0.045,15.5,105.0,0.99482,3.09,0.56,10.45,white,4
7.5,0.609,0.07,4.18,0.085,7.0,28.5,0.99747,3.38,0.49,9.08,red,4
7.1,0.447,0.37,5.33,0.038,30.0,127.5,0.99157,3.17,0.37,12.43,white,7
7.8,0.225,0.489,1.78,0.033,22.5,96.0,0.99056,3.04,0.29,11.87,white,7
7.6,0.253,0.33,6.53,0.052,37.0,158.0,0.99366,3.17,0.68,11.47,white,6
8.2,0.484,0.348,15.45,0.058,37.0,319.5,0.9994,3.08,0.61,10.89,white,3
5.8,0.15,0.49,1.1,0.048,21.0,98.0,0.9929,3.19,0.48,9.2,white,5
8.6,0.243,0.281,6.47,0.038,122.5,210.0,0.99422,3.09,0.45,10.53,white,3
6.0,0.299,0.275,4.53,0.031,51.5,128.5,0.98998,3.16,0.49,12.73,white,8
7.8,0.655,0.225,1.81,0.055,20.0,144.0,0.995,3.21,0.62,10.39,white,4
7.9,0.277,0.414,1.39,0.034,13.5,71.5,0.9908,2.99,0.5,11.74,white,5
6.7,0.29,0.49,4.7,0.034,35.0,156.0,0.9945,3.13,0.45,9.9,white,6
5.9,0.408,0.103,1.66,0.021,20.0,72.5,0.99052,3.32,0.53,11.67,white,7
7.2,0.233,0.3,1.89,0.039,29.0,122.5,0.99268,3.32,0.57,10.95,white,8
6.8,0.28,0.43,7.59,0.03,30.0,110.0,0.99163,3.08,0.59,12.5,white,8
8.6,0.42,0.218,2.79,0.094,32.0,88.5,0.99815,3.18,0.53,9.18,red,5
6.3,0.164,0.303,1.11,0.039,17.0,84.0,0.99305,3.51,0.53,10.3,white,6
7.2,0.217,0.322,1.2,0.039,35.0,97.0,0.99144,3.13,0.74,10.96,white,6
7.0,0.41,0.651,11.23,0.057,71.5,208.0,0.99769,3.08,0.48,8.79,white,5
6.6,0.266,0.322,1.82,0.073,29.0,180.0,0.99575,3.56,0.58,9.51,white,4
8.1,0.24,0.33,10.2,0.048,46.0,141.0,0.9972,3.16,0.48,10.3,white,6
7.9,0.31,0.22,13.3,0.048,46.0,212.0,0.99942,3.47,0.59,10.0,white,5
7.9,0.316,0.43,8.07,0.037,38.5,171.0,0.99384,3.19,0.38,11.79,white,8
6.2,0.164,0.356,1.52,0.051,23.0,76.0,0.98991,3.13,0.49,11.69,white,7
7.2,0.237,0.401,17.97,0.055,41.5,147.5,0.99991,3.21,0.38,8.67,white,5
6.9,0.171,0.317,10.22,0.042,25.0,102.0,0.9949,3.13,0.45,10.91,white,7
6.6,0.32,0.24,1.3,0.06,42.5,204.0,0.99512,3.59,0.51,9.2,white,5
6.4,0.29,0.326,3.4,0.039,28.5,122.5,0.99104,3.29,0.5,12.08,white,7
5.8,0.224,0.363,1.82,0.036,72.5,126.5,0.9904,3.27,0.91,11.87,white,7
6.3,0.19,0.29,5.5,0.042,44.0,189.0,0.99304,3.19,0.47,10.3,white,6
6.9,0.327,0.313,2.93,0.041,31.5,113.0,0.99096,3.31,0.58,12.61,white,8
6.3,0.154,0.3,1.43,0.023,38.0,101.0,0.99098,3.42,0.57,11.42,white,7
6.6,0.268,0.533,8.79,0.048,41.5,190.0,0.99624,3.16,0.52,9.26,white,4
7.8,0.654,0.02,1.53,0.097,6.5,16.0,0.9958,3.39,0.58,9.52,red,5
7.4,0.311,0.499,14.47,0.043,60.0,202.5,0.99809,3.07,0.57,9.45,white,5
6.5,0.267,0.222,10.43,0.048,47.0,185.0,0.99739,3.11,0.52,8.87,white,5
6.8,0.296,0.381,4.9,0.053,31.5,202.5,0.99516,3.37,0.57,10.27,white,4
7.9,0.25,0.34,11.4,0.04,53.0,202.0,0.99708,3.11,0.57,9.6,white,6
7.1,0.28,0.19,7.8,0.04,48.0,184.0,0.99579,3.16,0.5,9.4,white,5
7.8,0.352,0.428,3.22,0.077,15.5,34.5,0.99667,3.33,0.83,12.52,red,8
6.8,0.903,0.016,1.67,0.053,12.0,24.0,0.9948,3.5,0.58,10.85,red,6
7.8,0.291,0.36,7.01,0.042,38.0,161.0,0.9941,3.26,0.37,11.2,white,8
7.1,0.524,0.236,9.67,0.064,24.5,178.5,0.99651,3.09,0.49,9.24,white,5
6.8,0.3,0.33,12.8,0.041,60.0,168.0,0.99659,3.1,0.56,9.8,white,5
7.1,0.421,0.303,12.66,0.034,29.0,137.5,0.99445,3.11,0.41,11.86,white,8
5.6,0.254,0.256,7.31,0.031,12.0,75.0,0.99298,3.27,0.36,10.67,white,5
5.9,0.258,0.357,7.65,0.032,38.5,126.5,0.99192,3.23,0.34,12.21,white,7
8.9,0.527,0.39,1.49,0.058,30.0,161.5,0.99544,3.22,0.36,9.44,white,3
6.6,0.397,0.637,13.55,0.045,41.0,157.0,0.99768,3.13,0.48,8.74,white,6
6.2,0.296,0.315,3.24,0.028,39.5,139.0,0.98918,3.31,0.38,13.03,white,7
6.5,0.166,0.348,1.4,0.039,44.5,138.5,0.99118,3.34,0.57,11.49,white,8
8.1,0.21,0.335,1.3,0.052,15.0,118.5,0.99384,3.11,0.56,9.5,white,5
7.4,0.591,0.016,2.49,0.072,9.5,39.5,0.99461,3.34,0.57,11.23,red,6
7.7,0.2,0.367,1.54,0.036,17.0,85.0,0.99105,3.08,0.62,12.23,white,6
6.8,0.221,0.355,1.12,0.049,33.5,138.0,0.99311,3.44,0.45,9.96,white,6
7.3,0.256,0.621,10.82,0.039,32.5,154.5,0.99367,3.2,0.38,12.29,white,8
7.4,0.366,0.3,4.04,0.023,36.0,112.0,0.99025,3.1,0.49,12.95,white,7
6.7,0.269,0.373,5.7,0.03,33.0,101.5,0.991,3.15,0.6,12.55,white,8
7.1,0.216,0.295,1.79,0.038,29.0,112.0,0.99199,3.31,0.54,10.91,white,8
6.6,0.184,0.275,9.63,0.048,25.5,98.0,0.99584,3.33,0.49,9.87,white,6
7.7,0.965,0.1,2.09,0.112,11.0,22.0,0.9963,3.26,0.5,9.5,red,5
6.5,0.164,0.315,5.24,0.046,40.5,156.0,0.99462,3.35,0.47,10.41,white,5
6.8,0.332,0.352,3.3,0.028,18.5,83.0,0.99,3.15,0.52,12.81,white,6
6.8,0.359,0.327,3.54,0.019,48.5,110.5,0.98979,3.31,0.42,12.62,white,9
7.9,0.16,0.74,17.85,0.037,52.0,187.0,0.9998,2.99,0.41,9.3,white,5
7.1,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,red,5
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,white,4
6.8,0.31,0.42,6.9,0.046,50.0,173.0,0.9958,3.19,0.46,9.0,white,5
7.6,0.244,0.259,15.19,0.067,35.5,169.0,0.99858,3.03,0.45,9.2,white,4
8.0,0.407,0.34,6.84,0.035,29.0,99.0,0.99302,3.16,0.46,12.22,white,7
7.0,0.22,0.359,2.34,0.056,27.0,102.5,0.99355,3.01,0.38,9.29,white,6
7.8,0.187,0.29,1.61,0.042,45.5,169.0,0.99471,3.44,0.46,9.55,white,6
6.7,0.287,0.377,6.39,0.033,32.5,106.0,0.99121,3.12,0.59,12.54,white,8
7.6,0.332,0.288,18.94,0.049,24.0,132.0,1.00052,3.14,0.39,9.36,white,6
7.1,0.231,0.31,12.06,0.043,46.5,121.5,0.99713,2.97,0.58,9.72,white,7
7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,red,5
6.9,0.19,0.276,9.93,0.038,24.0,110.0,0.99455,3.08,0.41,10.7,white,7
7.8,0.314,0.431,2.7,0.101,8.5,19.0,0.99719,3.34,0.78,11.02,red,7
6.9,0.224,0.273,1.24,0.03,13.5,75.5,0.9901,3.07,0.35,11.59,white,4
7.7,0.57,0.037,1.83,0.087,12.0,21.0,0.99588,3.33,0.57,10.32,red,7
5.9,0.128,0.233,7.06,0.038,23.0,108.5,0.99462,3.61,0.49,10.93,white,7
8.0,0.37,0.31,4.7,0.038,3.0,127.0,0.99186,2.9,0.72,12.1,white,5
6.5,0.141,0.29,2.62,0.034,32.0,76.5,0.99141,3.21,0.75,11.32,white,6
7.2,0.2,0.615,16.26,0.043,14.5,104.0,0.99866,3.05,0.37,9.22,white,6
7.0,0.262,0.355,2.15,0.036,18.0,75.5,0.99068,3.16,0.59,12.44,white,6
6.7,0.12,0.424,1.13,0.044,48.5,130.0,0.9906,3.17,0.74,11.3,white,7
6.5,0.089,0.329,2.03,0.029,22.5,92.5,0.9912,3.35,0.71,11.93,white,7
6.9,0.179,0.36,1.3,0.036,40.0,117.0,0.99343,3.27,0.95,9.51,white,7
7.2,0.6,0.013,1.95,0.072,11.0,31.5,0.99737,3.47,0.66,9.72,red,5
6.8,0.242,0.291,2.01,0.044,16.5,99.0,0.99247,3.24,0.64,10.45,white,8
6.0,0.13,0.28,5.7,0.038,56.0,189.5,0.9948,3.59,0.43,10.6,white,7
7.2,0.283,0.272,1.69,0.025,3.5,79.0,0.9901,2.96,0.31,11.47,white,4
6.1,0.32,0.33,10.7,0.036,27.0,98.0,0.99521,3.34,0.52,10.2,white,6
6.5,0.3,0.39,7.8,0.038,61.0,219.0,0.9959,3.19,0.5,9.4,white,5
6.5,0.291,0.33,4.21,0.03,35.0,96.5,0.99072,3.29,0.61,12.55,white,8
6.4,0.307,0.251,0.84,0.035,12.0,59.5,0.99044,3.2,0.37,10.89,white,5
7.2,0.23,0.403,1.42,0.045,34.0,115.0,0.99142,2.89,0.37,10.75,white,6
7.7,0.192,0.34,14.16,0.055,50.0,193.5,0.99946,3.18,0.54,8.88,white,8
8.7,0.941,0.206,3.36,0.14,5.0,15.0,0.9978,3.43,0.58,9.74,red,3
7.0,0.246,0.251,3.88,0.034,21.5,95.0,0.99122,3.09,0.38,11.44,white,6
7.1,0.265,0.28,1.51,0.037,30.0,120.5,0.9927,3.18,0.47,10.52,white,6
9.1,0.519,0.25,2.65,0.078,28.0,138.5,0.99783,3.23,0.56,9.48,red,5
7.4,0.438,0.364,2.49,0.035,10.0,79.5,0.99293,3.06,0.52,10.36,white,3
7.4,0.724,0.068,2.41,0.058,5.0,9.5,0.99625,3.41,0.57,10.9,red,4
8.4,0.298,0.416,8.6,0.03,37.0,122.5,0.99476,3.23,0.43,11.13,white,9
8.0,0.184,0.296,2.23,0.032,50.5,116.5,0.98953,3.03,0.35,12.83,white,6
6.7,0.233,0.301,2.12,0.045,23.5,96.0,0.99247,3.29,0.64,10.56,white,8
6.6,0.296,0.308,5.5,0.05,10.5,146.5,0.99584,3.24,0.38,8.73,white,4
7.9,0.321,0.552,14.99,0.047,54.5,194.5,0.99919,3.07,0.54,9.43,white,6
6.8,0.34,0.347,7.74,0.043,35.0,121.0,0.99199,3.01,0.32,12.04,white,8
6.3,0.22,0.3,2.0,0.05,23.0,120.0,0.99204,3.24,0.47,10.4,white,6
6.7,0.177,0.552,7.18,0.053,57.0,164.5,0.99546,3.03,0.44,9.45,white,6
9.2,0.463,0.4,1.69,0.079,9.0,25.0,0.99734,3.27,0.57,9.44,red,5
6.7,0.335,0.536,1.04,0.055,13.5,127.5,0.99261,3.04,0.41,9.41,white,5
9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,3.18,0.82,11.0,red,7
7.9,0.292,0.382,6.8,0.045,28.0,101.5,0.99509,3.25,0.45,10.01,white,6
6.5,0.255,0.321,2.27,0.021,35.0,90.5,0.99043,3.25,0.63,12.18,white,7
5.9,0.326,0.224,2.61,0.026,18.0,117.0,0.98978,3.37,0.74,13.32,white,7
6.8,0.227,0.309,1.68,0.043,19.0,95.5,0.99208,3.17,0.46,10.65,white,7
8.0,0.183,0.449,2.47,0.046,27.5,130.0,0.99404,3.23,0.44,10.87,white,6
6.7,0.701,0.011,2.37,0.078,7.0,12.5,0.99464,3.6,0.67,12.21,red,7
7.3,0.529,0.296,2.13,0.093,11.5,111.5,0.99724,3.18,1.35,10.37,red,6
6.3,0.202,0.261,4.7,0.04,105.5,167.0,0.99278,3.07,0.75,10.7,white,7
6.0,0.268,0.49,7.13,0.05,63.5,223.5,0.99542,3.18,0.47,9.12,white,5
11.1,0.344,0.58,2.48,0.071,16.0,37.5,0.9987,3.13,0.94,10.02,red,6
6.7,0.284,0.397,6.88,0.032,31.5,107.0,0.99134,3.1,0.59,12.52,white,8
6.6,0.255,0.322,3.57,0.028,33.5,134.0,0.99239,3.21,0.42,10.6,white,6
9.0,0.811,0.162,2.39,0.087,9.5,22.5,0.99808,3.37,0.64,9.85,red,5
6.9,0.303,0.404,1.98,0.027,28.0,101.0,0.99001,3.39,0.5,12.68,white,9
6.4,0.29,0.24,3.2,0.037,31.0,95.0,0.98942,2.9,0.66,12.6,white,7
6.8,0.37,0.47,11.2,0.071,44.0,136.0,0.9968,2.98,0.88,9.2,white,5
6.8,0.276,0.306,2.82,0.051,30.5,180.5,0.9946,3.46,0.58,10.54,white,5
7.4,0.211,0.299,14.07,0.045,41.0,189.5,0.99832,3.1,0.51,9.16,white,6
5.4,0.305,0.175,4.03,0.031,37.0,100.5,0.99054,3.3,0.37,11.82,white,8
6.6,0.179,0.299,1.6,0.044,28.5,124.5,0.99297,3.49,0.52,10.24,white,7
6.8,0.266,0.278,4.5,0.039,32.0,157.5,0.99481,3.26,0.66,9.91,white,6
6.7,0.24,0.46,2.2,0.033,19.0,111.0,0.99045,3.1,0.62,11.9,white,6
6.5,0.341,0.342,6.08,0.18,54.0,156.0,0.99506,3.17,0.43,9.33,white,5
7.7,0.231,0.311,10.51,0.038,58.5,186.5,0.99686,3.11,0.55,9.52,white,6
6.9,0.259,0.252,1.66,0.049,8.0,109.5,0.9926,3.21,0.68,11.31,white,5
7.7,0.266,0.326,1.22,0.046,35.5,99.0,0.98991,3.03,0.45,12.21,white,6
9.6,0.648,0.325,2.76,0.092,13.5,84.0,0.99849,3.27,0.63,10.0,red,5
8.2,0.637,0.089,2.71,0.089,16.0,38.5,0.99788,3.31,0.56,9.61,red,5
7.4,0.2,0.31,1.6,0.038,34.0,116.0,0.9912,3.25,0.39,12.0,white,7
6.8,0.161,0.34,1.8,0.042,17.0,100.5,0.99097,3.12,0.52,11.51,white,6
7.4,0.197,0.49,9.34,0.031,26.5,132.5,0.99398,2.99,0.32,11.0,white,7
7.5,0.241,0.293,1.09,0.046,33.5,85.0,0.99014,3.05,0.4,11.52,white,6
7.4,0.237,0.336,13.29,0.053,26.0,177.5,0.99843,3.0,0.51,9.07,white,6
7.1,0.35,0.24,15.4,0.055,46.0,198.0,0.9988,3.12,0.49,8.8,white,5
6.3,0.345,0.229,4.18,0.033,46.0,134.0,0.99144,3.23,0.41,11.24,white,7
5.9,0.146,0.285,1.81,0.046,20.0,73.0,0.99165,3.43,0.62,10.84,white,6
8.8,0.309,0.444,1.97,0.072,30.5,55.0,0.9946,3.08,0.68,11.59,red,8
6.4,0.222,0.323,1.11,0.032,38.0,124.0,0.99114,3.33,0.59,11.08,white,7
7.1,0.212,0.294,6.56,0.057,41.5,131.5,0.99329,3.09,0.58,11.21,white,6
7.3,1.266,0.007,1.98,0.114,5.5,11.0,0.99525,3.52,0.49,10.54,red,3
10.5,0.467,0.583,2.32,0.106,6.0,13.0,0.99708,3.1,0.66,11.8,red,7
7.8,0.584,0.26,1.98,0.08,33.5,132.5,0.99626,3.21,0.52,9.82,red,5
6.7,0.16,0.32,12.5,0.035,18.0,156.0,0.99667,2.88,0.36,9.0,white,6
8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,red,5
6.2,0.367,0.211,2.21,0.044,29.0,148.5,0.99305,3.44,0.51,10.38,white,7
7.2,0.34,0.257,2.0,0.076,30.5,59.0,0.99628,3.44,0.54,9.8,red,5
6.4,0.317,0.323,2.43,0.03,27.5,108.5,0.98921,3.05,0.57,12.56,white,8
5.9,0.19,0.263,7.28,0.034,33.5,125.0,0.99513,3.49,0.42,9.96,white,6
6.2,0.196,0.383,9.23,0.033,17.0,55.0,0.99314,3.08,0.68,11.96,white,6
7.2,0.252,0.325,5.47,0.032,34.5,118.5,0.99135,3.0,0.4,12.11,white,8
7.3,0.237,0.366,1.93,0.039,44.5,169.0,0.99081,3.26,0.4,12.11,white,8
6.1,0.149,0.285,5.99,0.044,38.5,149.5,0.99453,3.59,0.45,10.62,white,6
7.7,0.27,0.49,3.8,0.037,46.0,139.0,0.99116,3.04,0.38,11.6,white,6
6.9,0.203,0.346,2.18,0.031,45.5,142.0,0.9897,3.19,0.37,12.74,white,7
7.3,0.236,0.339,7.03,0.03,46.5,175.5,0.99377,3.25,0.37,11.15,white,8
7.6,0.383,0.478,11.7,0.088,56.0,174.0,0.99774,2.91,0.51,8.99,white,5
5.8,0.2,0.24,1.4,0.033,65.0,169.0,0.99043,3.59,0.56,12.3,white,7
8.4,0.737,0.232,1.5,0.063,28.5,165.0,0.99574,3.16,0.47,9.82,white,4
6.7,0.36,0.3,2.07,0.021,30.5,91.5,0.98968,3.39,0.56,12.45,white,9
6.4,0.533,0.162,1.46,0.047,6.0,34.5,0.99312,3.29,0.35,10.07,white,4
7.8,0.455,0.393,0.82,0.037,6.0,92.0,0.99055,3.02,0.38,11.23,white,4
6.4,0.238,0.201,5.38,0.181,39.0,165.0,0.99439,3.02,0.47,9.41,white,6
6.6,0.456,0.465,7.33,0.057,24.0,185.0,0.99552,3.11,0.4,9.16,white,5
5.9,0.432,0.117,8.27,0.038,36.5,153.0,0.99561,3.29,0.52,9.5,white,5
5.9,0.193,0.325,4.01,0.038,48.0,129.5,0.99096,3.16,0.41,11.33,white,7
8.5,0.685,0.0,1.88,0.071,10.5,21.5,0.99687,3.31,0.55,10.0,red,6
8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,9.2,red,5
6.8,0.32,0.179,7.5,0.041,71.0,223.0,0.9959,3.14,0.41,8.9,white,5
7.0,0.316,0.353,7.14,0.048,36.5,195.5,0.99555,3.17,0.42,9.62,white,3
6.5,0.333,0.395,6.24,0.051,13.0,154.0,0.99606,3.25,0.43,8.84,white,4
9.3,0.356,0.705,3.52,0.047,14.0,92.0,0.99494,3.03,0.54,10.44,white,4
9.9,0.906,0.224,3.26,0.103,11.0,81.0,1.00061,3.42,0.63,11.06,red,4
5.5,0.223,0.463,5.43,0.029,30.5,125.0,0.99162,3.46,0.36,11.75,white,8
7.0,0.34,0.39,6.9,0.066,43.0,162.0,0.99561,3.11,0.53,9.5,white,5
6.6,0.38,0.36,9.2,0.061,42.0,214.0,0.9976,3.31,0.56,9.4,white,5
5.2,0.24,0.399,2.74,0.03,22.5,115.0,0.99141,3.57,0.44,11.11,white,8
7.0,0.3,0.339,1.2,0.051,17.0,118.0,0.99106,3.22,0.5,11.09,white,5
12.8,0.464,0.536,2.03,0.079,10.0,27.0,1.00031,3.12,0.47,9.29,red,5
7.4,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,3.13,0.55,11.3,white,5
6.2,0.28,0.22,7.3,0.041,26.0,157.0,0.9957,3.44,0.64,9.8,white,7
6.6,0.253,0.444,6.08,0.034,41.0,116.5,0.99205,3.18,0.53,11.95,white,7
6.2,0.25,0.541,7.0,0.046,58.0,176.0,0.99455,3.19,0.7,10.39,white,5
6.5,0.46,0.24,11.5,0.051,56.0,171.0,0.99588,3.08,0.56,9.8,white,6
6.3,0.268,0.346,2.2,0.037,60.5,155.5,0.99158,3.27,0.47,10.86,white,6
9.3,0.37,0.44,1.6,0.038,21.0,42.0,0.99526,3.24,0.81,10.8,red,7
7.3,0.487,0.394,2.52,0.077,10.5,34.5,0.99757,3.48,0.67,10.65,red,6
7.5,0.99,0.041,2.41,0.067,16.5,40.0,0.99752,3.35,0.54,10.02,red,3
7.2,0.283,0.252,2.79,0.032,11.0,48.0,0.99067,3.06,0.36,11.76,white,4
6.4,0.4,0.25,4.2,0.032,15.0,91.0,0.98988,3.26,0.52,13.1,white,6
8.3,0.315,0.444,2.23,0.07,4.5,15.0,0.99621,3.19,1.01,10.84,red,8
10.6,0.429,0.393,2.22,0.105,8.0,31.5,0.99855,2.9,0.5,9.64,red,5
6.7,0.272,0.389,1.55,0.043,33.5,107.0,0.98987,3.13,0.49,12.6,white,8
6.9,0.315,0.339,6.55,0.034,38.0,122.0,0.99115,2.99,0.35,12.37,white,8
5.2,0.445,0.163,1.91,0.054,22.5,63.5,0.99137,3.64,0.77,14.0,red,8
6.2,0.254,0.232,1.44,0.053,13.0,117.0,0.99307,3.26,0.59,9.73,white,4
7.8,0.222,0.489,1.67,0.034,22.0,96.0,0.99045,3.05,0.29,11.91,white,7
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,red,6
7.5,0.404,0.301,6.1,0.037,28.5,98.0,0.99164,3.15,0.58,12.51,white,7
6.9,0.188,0.276,9.71,0.038,25.0,109.5,0.99422,3.08,0.42,10.74,white,7
6.3,0.263,0.36,11.11,0.045,57.0,150.0,0.99422,3.07,0.58,10.81,white,7
7.2,0.583,0.095,1.44,0.088,20.5,152.5,0.99442,3.14,0.52,9.46,white,4
8.0,0.186,0.417,14.78,0.05,54.0,170.5,1.00018,3.31,0.78,8.94,white,6
6.1,0.264,0.285,15.48,0.041,50.0,172.0,0.99934,3.39,0.45,9.42,white,5
5.8,0.308,0.284,1.68,0.028,17.0,81.5,0.98992,3.37,0.39,12.09,white,8
7.0,0.407,0.573,11.36,0.043,43.5,145.5,0.99747,3.13,0.46,8.7,white,5
8.9,0.895,0.086,3.35,0.1,20.0,71.0,1.00055,3.53,0.69,10.38,red,4
6.9,0.197,0.258,1.5,0.046,41.0,123.5,0.99362,3.51,0.68,10.51,white,7
6.6,0.256,0.359,12.88,0.054,35.0,152.0,0.99594,3.3,0.5,10.73,white,3
5.6,0.15,0.279,3.84,0.047,25.5,105.0,0.9939,3.32,0.46,9.23,white,5
8.7,0.787,0.118,2.36,0.084,11.0,31.0,0.99798,3.38,0.52,10.06,red,5
7.2,0.301,0.367,2.96,0.043,34.5,108.5,0.99104,3.35,0.54,12.74,white,8
7.4,0.274,0.248,3.08,0.054,16.5,104.0,0.99489,3.15,0.42,9.09,white,5
7.2,0.222,0.363,1.8,0.04,49.0,157.5,0.99051,3.27,0.4,12.33,white,8
6.5,0.178,0.275,9.71,0.048,25.5,99.0,0.99588,3.33,0.49,9.88,white,6
5.5,0.64,0.064,6.82,0.042,21.0,115.0,0.99436,3.39,0.5,9.96,white,5
7.2,0.19,0.39,1.2,0.036,32.0,85.0,0.9918,3.16,0.5,10.5,white,5
8.1,0.265,0.469,6.52,0.034,29.5,118.5,0.99374,3.28,0.44,11.62,white,9
7.2,0.344,0.313,2.05,0.06,16.0,32.5,0.99513,3.27,0.74,11.21,red,7
10.8,0.246,0.485,1.85,0.066,12.5,27.5,0.99745,3.18,0.57,9.95,red,6
6.8,0.115,0.288,13.47,0.05,35.5,90.0,0.99663,3.2,0.35,9.87,white,6
6.3,0.247,0.492,7.0,0.049,66.0,205.5,0.99503,3.22,0.36,9.52,white,5
8.3,0.253,0.305,2.93,0.034,11.5,63.0,0.99184,3.06,0.44,11.48,white,6
7.1,0.234,0.382,1.46,0.046,16.0,98.5,0.99254,3.38,0.79,11.28,white,5
5.0,0.29,0.54,5.7,0.035,54.0,155.0,0.98976,3.27,0.34,12.9,white,8
7.6,0.285,0.46,2.75,0.048,35.0,172.0,0.99311,3.17,0.63,10.66,white,6
7.1,0.32,0.57,13.88,0.058,9.0,127.0,0.99774,3.0,0.41,9.14,white,5
7.6,0.208,0.35,9.96,0.039,32.0,180.5,0.99623,3.09,0.47,9.99,white,3
5.6,0.18,0.31,1.5,0.038,16.0,84.0,0.9924,3.34,0.58,10.1,white,6
7.8,0.255,0.49,3.04,0.028,27.5,88.0,0.99173,3.03,0.32,11.37,white,7
7.2,0.218,0.308,8.59,0.031,17.0,100.5,0.99424,3.02,0.41,10.57,white,7
7.0,0.16,0.32,1.1,0.032,29.0,80.0,0.98972,3.23,0.36,12.1,white,6
7.8,0.264,0.475,5.24,0.033,30.0,117.0,0.99275,3.31,0.44,11.99,white,9
6.8,0.249,0.344,4.1,0.059,28.5,173.0,0.99494,3.4,0.54,10.16,white,5
6.4,0.187,0.339,1.19,0.042,38.0,115.0,0.98915,3.27,0.42,13.03,white,8
6.4,0.53,0.156,1.32,0.045,5.5,29.0,0.99289,3.25,0.33,10.11,white,4
8.7,0.203,0.453,1.81,0.071,45.0,81.5,0.99608,3.37,0.79,11.27,red,7
